acc,ftp,organism_name,genetic_code
GCF_001591625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/625/GCF_001591625.1_ASM159162v1,Bacillus fastidiosus NBRC 101226,11
GCF_002003265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/003/265/GCF_002003265.1_ASM200326v1,Paenibacillus larvae subsp. larvae,11
GCF_000219535.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/535/GCF_000219535.2_ASM21953v3,Brevibacillus laterosporus LMG 15441,11
GCF_001591545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/545/GCF_001591545.1_ASM159154v1,Bacillus lentus NBRC 16444,11
GCF_000724485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/485/GCF_000724485.1_ASM72448v1,Bacillus methanolicus MGA3,11
GCF_001514495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/495/GCF_001514495.1_ASM151449v1,Paenibacillus pabuli NBRC 13638,11
GCF_001189575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/575/GCF_001189575.1_ASM118957v1,Virgibacillus pantothenticus,11
GCF_001590685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/590/685/GCF_001590685.1_ASM159068v1,Sporosarcina psychrophila,11
GCF_001578185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/185/GCF_001578185.1_ASM157818v1,Bacillus simplex,11
GCF_001050115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/115/GCF_001050115.1_ASM105011v1,Bacillus smithii,11
GCF_001878675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/675/GCF_001878675.1_ASM187867v1,Virgibacillus halodenitrificans,11
GCF_001653195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/195/GCF_001653195.1_ASM165319v1,Hydrogenibacillus schlegelii,11
GCF_000008765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/765/GCF_000008765.1_ASM876v1,Clostridium acetobutylicum ATCC 824,11
GCF_000452245.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/452/245/GCF_000452245.2_ASM45224v2,Paraclostridium bifermentans ATCC 638,11
GCF_000017045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/045/GCF_000017045.1_ASM1704v1,Clostridium botulinum A str. Hall,11
GCF_000020165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/165/GCF_000020165.1_ASM2016v1,Clostridium botulinum B str. Eklund 17B (NRP),11
GCF_000063585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1,Clostridium botulinum A str. ATCC 3502,11
GCF_000204565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/565/GCF_000204565.1_ASM20456v1,Clostridium botulinum BKT015925,11
GCF_001456065.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/065/GCF_001456065.2_ASM145606v2,Clostridium butyricum,11
GCF_000145275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/275/GCF_000145275.1_ASM14527v1,Clostridium cellulovorans 743B,11
GCF_900103025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/025/GCF_900103025.1_IMG-taxon_2654588125_annotated_assembly,Clostridium cochlearium,11
GCF_001047375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/375/GCF_001047375.1_ASM104737v1,Clostridium cylindrosporum DSM 605,11
GCF_000009205.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2,Clostridioides difficile 630,11
GCF_001854185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/185/GCF_001854185.1_ASM185418v1,Clostridium formicaceticum,11
GCF_000526495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/495/GCF_000526495.1_ASM52649v1,Ruminiclostridium josui JCM 17888,11
GCF_000389635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/389/635/GCF_000389635.1_ASM38963v1,Clostridium pasteurianum BC1,11
GCF_000807255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/255/GCF_000807255.1_ASM80725v1,Clostridium pasteurianum DSM 525 = ATCC 6013,11
GCF_001705235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/235/GCF_001705235.1_ASM170523v1,Clostridium pasteurianum,11
GCF_000013285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/285/GCF_000013285.1_ASM1328v1,Clostridium perfringens ATCC 13124,11
GCF_001190785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/785/GCF_001190785.1_ASM119078v1,Gottschalkia purinilytica,11
GCF_001950115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/950/115/GCF_001950115.1_ASM195011v1,Paeniclostridium sordellii,11
GCF_000331995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/995/GCF_000331995.1_ASM33199v1,Thermoclostridium stercorarium subsp. stercorarium DSM 8532,11
GCF_000196455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/455/GCF_000196455.1_ASM19645v1,Acetoanaerobium sticklandii,11
GCF_000189595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/595/GCF_000189595.1_Clos_symb_WAL_14163_V1,[Clostridium] symbiosum WAL-14163,11
GCF_000007625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/625/GCF_000007625.1_ASM762v1,Clostridium tetani E88,11
GCF_000015865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/865/GCF_000015865.1_ASM1586v1,Hungateiclostridium thermocellum ATCC 27405,11
GCF_000145615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/615/GCF_000145615.1_ASM14561v1,Thermoanaerobacterium thermosaccharolyticum DSM 571,11
GCF_001642655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/655/GCF_001642655.1_ASM164265v1,Clostridium tyrobutyricum,11
GCF_000833105.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/105/GCF_000833105.2_ASM83310v2,Clostridium beijerinckii,11
GCF_000022065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/065/GCF_000022065.1_ASM2206v1,Ruminiclostridium cellulolyticum H10,11
GCF_000371425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/425/GCF_000371425.1_Clos_inno_2959_V1,[Clostridium] innocuum 2959,11
GCF_000013105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/105/GCF_000013105.1_ASM1310v1,Moorella thermoacetica ATCC 39073,11
GCF_000711825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/825/GCF_000711825.1_ASM71182v1,[Clostridium] aminophilum DSM 10710,11
GCF_900115365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/365/GCF_900115365.1_IMG-taxon_2634166351_annotated_assembly,Anaerocolumna aminovalerica,11
GCF_000424205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/205/GCF_000424205.1_ASM42420v1,Clostridium cadaveris AGR2141,11
GCF_900129365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/365/GCF_900129365.1_IMG-taxon_2695420941_annotated_assembly,Clostridium fallax,11
GCF_000016505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/505/GCF_000016505.1_ASM1650v1,Clostridium kluyveri DSM 555,11
GCF_000154345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/345/GCF_000154345.1_ASM15434v1,[Clostridium] leptum DSM 753,11
GCF_900103615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/615/GCF_900103615.1_IMG-taxon_2634166902_annotated_assembly,Romboutsia lituseburensis DSM 797,11
GCF_000687955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/955/GCF_000687955.1_ASM68795v1,Clostridioides mangenotii LM2,11
GCF_000014125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/125/GCF_000014125.1_ASM1412v1,Clostridium novyi NT,11
GCF_000154485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/485/GCF_000154485.1_ASM15448v1,Erysipelatoclostridium ramosum DSM 1402,11
GCF_000383295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/295/GCF_000383295.1_ASM38329v1,[Clostridium] sporosphaeroides DSM 1294,11
GCF_000647895.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/647/895/GCF_000647895.1_CTM1.0,Clostridium tetanomorphum DSM 665,11
GCF_000299355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/355/GCF_000299355.1_ASM29935v1,Gottschalkia acidurici 9a,11
GCF_000699585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/585/GCF_000699585.1_CLIT1,Peptoclostridium litorale DSM 5388,11
GCF_000789395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/789/395/GCF_000789395.1_ASM78939v1,Clostridium baratii str. Sullivan,11
GCF_000235605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/605/GCF_000235605.1_ASM23560v1,Desulfosporosinus orientis DSM 765,11
GCF_000215085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/085/GCF_000215085.1_ASM21508v1,Desulfotomaculum ruminis DSM 2154,11
GCF_000214435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/435/GCF_000214435.1_ASM21443v1,Desulfotomaculum nigrificans CO-1-SRB,11
GCF_000284515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/515/GCF_000284515.1_ASM28451v1,Halobacillus halophilus DSM 2266,11
GCF_002082015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/015/GCF_002082015.1_ASM208201v1,Sporosarcina ureae,11
GCF_000470775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/775/GCF_000470775.1_ASM47077v1,Leifsonia xyli subsp. cynodontis DSM 46306,11
GCF_001063195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/063/195/GCF_001063195.1_ASM106319v1,Leifsonia xyli,11
GCF_001647635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/635/GCF_001647635.1_ASM164763v1,Leifsonia xyli,11
GCF_000011985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/985/GCF_000011985.1_ASM1198v1,Lactobacillus acidophilus NCFM,11
GCF_000014465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/465/GCF_000014465.1_ASM1446v1,Lactobacillus brevis ATCC 367,11
GCF_000298115.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/115/GCF_000298115.2_ASM29811v2,Lactobacillus buchneri CD034,11
GCF_000056065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/056/065/GCF_000056065.1_ASM5606v1,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,11
GCF_001308285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/285/GCF_001308285.1_ASM130828v1,Lactobacillus helveticus,11
GCF_000159315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/315/GCF_000159315.1_ASM15931v1,Lactobacillus hilgardii DSM 20176 = ATCC 8290,11
GCF_000203855.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/855/GCF_000203855.3_ASM20385v3,Lactobacillus plantarum WCFS1,11
GCF_000014425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/425/GCF_000014425.1_ASM1442v1,Lactobacillus gasseri ATCC 33323 = JCM 1131,11
GCF_000014525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/525/GCF_000014525.1_ASM1452v1,Lactobacillus paracasei ATCC 334,11
GCF_000829035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/035/GCF_000829035.1_ASM82903v1,Lactobacillus paracasei subsp. paracasei JCM 8130,11
GCF_000016825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/825/GCF_000016825.1_ASM1682v1,Lactobacillus reuteri DSM 20016,11
GCF_002224565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/565/GCF_002224565.1_ASM222456v1,Lactobacillus sakei,11
GCF_001042405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/405/GCF_001042405.1_ASM104240v1,Lactobacillus acetotolerans,11
GCF_002240375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/375/GCF_002240375.1_ASM224037v1,Lactobacillus agilis,11
GCF_001434745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/745/GCF_001434745.1_ASM143474v1,Lactobacillus alimentarius DSM 20249,11
GCF_001936335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/335/GCF_001936335.1_ASM193633v1,Lactobacillus amylophilus DSM 20533 = JCM 1125,11
GCF_000191545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/545/GCF_000191545.1_ASM19154v1,Lactobacillus amylovorus,11
GCF_001434535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/535/GCF_001434535.1_ASM143453v1,Lactobacillus animalis KCTC 3501 = DSM 20602,11
GCF_001436315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/315/GCF_001436315.1_ASM143631v1,Lactobacillus aviarius subsp. aviarius DSM 20655,11
GCF_001434575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/575/GCF_001434575.1_ASM143457v1,Lactobacillus bifermentans DSM 20003,11
GCF_001433765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/765/GCF_001433765.1_ASM143376v1,Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001,11
GCF_000184535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/535/GCF_000184535.1_ASM18453v1,Lactobacillus farciminis KCTC 3681 = DSM 20184,11
GCF_000010145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1,Lactobacillus fermentum IFO 3956,11
GCF_001437175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/175/GCF_001437175.1_ASM143717v1,Lactobacillus fructivorans,11
GCF_000420365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/365/GCF_000420365.1_ASM42036v1,Weissella halotolerans DSM 20190,11
GCF_001438705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/438/705/GCF_001438705.1_ASM143870v1,Weissella kandleri,11
GCF_001437425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/425/GCF_001437425.1_ASM143742v1,Weissella minor,11
GCF_000224985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/985/GCF_000224985.1_ASM22498v1,Lactobacillus ruminis ATCC 27782,11
GCF_000008925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/925/GCF_000008925.1_ASM892v1,Lactobacillus salivarius UCC118,11
GCF_000225325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/325/GCF_000225325.1_ASM22532v1,Lactobacillus sanfranciscensis TMW 1.1304,11
GCF_001436225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/225/GCF_001436225.1_ASM143622v1,Lactobacillus sharpeae JCM 1186 = DSM 20505,11
GCF_001437355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/355/GCF_001437355.1_ASM143735v1,Weissella viridescens,11
GCF_000702065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/065/GCF_000702065.1_ASM70206v1,Kandleria vitulina DSM 20405,11
GCF_001438695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/438/695/GCF_001438695.1_ASM143869v1,Fructobacillus fructosus KCTC 3544,11
GCF_000159435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/435/GCF_000159435.1_ASM15943v1,Lactobacillus vaginalis DSM 5837 = ATCC 49540,11
GCF_000196035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/035/GCF_000196035.1_ASM19603v1,Listeria monocytogenes EGD-e,11
GCF_000148995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/995/GCF_000148995.1_ASM14899v1,Listeria grayi DSM 20601,11
GCF_000018885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/885/GCF_000018885.1_ASM1888v1,Renibacterium salmoninarum ATCC 33209,11
GCF_000270085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/085/GCF_000270085.1_ASM27008v1,Erysipelothrix rhusiopathiae str. Fujisawa,11
GCF_000315445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/445/GCF_000315445.1_Allo_otit_ATCC_51267_V1,Alloiococcus otitis ATCC 51267,11
GCF_900102025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/025/GCF_900102025.1_IMG-taxon_2675903157_annotated_assembly,Actinobaculum suis,11
GCF_000711965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/965/GCF_000711965.1_ASM71196v1,Actinomyces israelii DSM 43320,11
GCF_000154225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/225/GCF_000154225.1_ASM15422v1,Actinomyces odontolyticus ATCC 17982,11
GCF_000612055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/055/GCF_000612055.1_ASM61205v1,Trueperella pyogenes,11
GCF_001070855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/855/GCF_001070855.1_ASM107085v1,Trueperella pyogenes,11
GCF_000238915.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/915/GCF_000238915.1_ASM23891v2,Arthrobacter globiformis NBRC 12137,11
GCF_000010425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/425/GCF_000010425.1_ASM1042v1,Bifidobacterium adolescentis ATCC 15703,11
GCF_000165905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/905/GCF_000165905.1_ASM16590v1,Bifidobacterium bifidum PRL2010,11
GCF_001025155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/155/GCF_001025155.1_ASM102515v1,Bifidobacterium angulatum DSM 20098 = JCM 7096,11
GCF_000304215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/215/GCF_000304215.1_ASM30421v1,Bifidobacterium asteroides PRL2011,11
GCF_001025175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/175/GCF_001025175.1_ASM102517v1,Bifidobacterium breve DSM 20213 = JCM 1192,11
GCF_000737865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/865/GCF_000737865.1_ASM73786v1,Bifidobacterium coryneforme,11
GCF_000741575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/575/GCF_000741575.1_Bifcun,Bifidobacterium cuniculi,11
GCF_001042595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/595/GCF_001042595.1_ASM104259v1,Bifidobacterium dentium JCM 1195 = DSM 20436,11
GCF_000741255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/255/GCF_000741255.1_Bifmag,Bifidobacterium magnum,11
GCF_000741645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/645/GCF_000741645.1_Bifmin,Bifidobacterium minimum,11
GCF_000800475.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/475/GCF_000800475.2_ASM80047v2,Bifidobacterium pseudolongum PV8-2,11
GCF_001941425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/425/GCF_001941425.1_ASM194142v1,Corynebacterium ammoniagenes DSM 20306,11
GCF_001606005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/005/GCF_001606005.1_ASM160600v1,Brevibacterium linens,11
GCF_001941345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/345/GCF_001941345.1_ASM194134v1,Corynebacterium stationis,11
GCF_000212695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/695/GCF_000212695.1_ASM21269v1,Cellulomonas fimi ATCC 484,11
GCF_001722485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/485/GCF_001722485.1_ASM172248v1,Cellulosimicrobium cellulans,11
GCF_002162335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/335/GCF_002162335.1_ASM216233v1,Cellulosimicrobium cellulans,11
GCF_000092865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/865/GCF_000092865.1_ASM9286v1,Cellulomonas flavigena DSM 20109,11
GCF_000718325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/718/325/GCF_000718325.1_ASM71832v1,Oerskovia turbata,11
GCF_001457455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/455/GCF_001457455.1_NCTC11397,Corynebacterium diphtheriae,11
GCF_000011325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/325/GCF_000011325.1_ASM1132v1,Corynebacterium glutamicum ATCC 13032,11
GCF_000144675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/675/GCF_000144675.1_ASM14467v1,Corynebacterium pseudotuberculosis C231,11
GCF_000344785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/785/GCF_000344785.1_ASM34478v1,Corynebacterium callunae DSM 20147,11
GCF_001044175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/175/GCF_001044175.1_ASM104417v1,Corynebacterium renale,11
GCF_001552415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/415/GCF_001552415.1_ASM155241v1,Corynebacterium xerosis NBRC 16721,11
GCF_000179395.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/395/GCF_000179395.2_ASM17939v2,Corynebacterium variabile DSM 44702,11
GCF_000720035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/720/035/GCF_000720035.1_ASM72003v1,Corynebacterium variabile,11
GCF_000597865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/865/GCF_000597865.1_ASM59786v1,Peptoclostridium acidaminophilum DSM 3953,11
GCF_900104415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/415/GCF_900104415.1_IMG-taxon_2593339221_annotated_assembly,Eubacterium oxidoreducens,11
GCF_000156655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/655/GCF_000156655.1_ASM15665v1,Holdemanella biformis DSM 3989,11
GCF_000807675.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/675/GCF_000807675.2_ASM80767v2,Eubacterium limosum,11
GCF_000734015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/015/GCF_000734015.1_ASM73401v1,Thermodesulfobacterium commune DSM 2178,11
GCF_000940845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/845/GCF_000940845.1_ASM94084v1,Propionibacterium freudenreichii subsp. freudenreichii,11
GCF_000008345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/345/GCF_000008345.1_ASM834v1,Cutibacterium acnes KPA171202,11
GCF_001441165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/441/165/GCF_001441165.1_ASM144116v1,Acidipropionibacterium acidipropionici,11
GCF_000425285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/285/GCF_000425285.1_ASM42528v1,Acidipropionibacterium jensenii DSM 20535,11
GCF_000277715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/715/GCF_000277715.1_ASM27771v1,Pseudopropionibacterium propionicum F0230a,11
GCF_000423445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/445/GCF_000423445.1_ASM42344v1,Acidipropionibacterium thoenii DSM 20276,11
GCF_000007865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/865/GCF_000007865.1_ASM786v1,Mycobacterium avium subsp. paratuberculosis K-10,11
GCF_000240505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/505/GCF_000240505.1_ASM24050v2,Mycobacterium avium subsp. avium Env 77,11
GCF_001307545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/545/GCF_001307545.1_ASM130754v1,Mycolicibacterium fortuitum,11
GCF_000277125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/125/GCF_000277125.1_ASM27712v1,Mycobacterium intracellulare ATCC 13950,11
GCF_000157895.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/895/GCF_000157895.3_ASM15789v2,Mycobacterium kansasii ATCC 12478,11
GCF_000195855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/855/GCF_000195855.1_ASM19585v1,Mycobacterium leprae TN,11
GCF_001583415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/583/415/GCF_001583415.1_ASM158341v1,Mycolicibacterium phlei,11
GCF_000015005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/005/GCF_000015005.1_ASM1500v1,Mycolicibacterium smegmatis MC2 155,11
GCF_000195835.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/835/GCF_000195835.2_ASM19583v2,Mycobacterium tuberculosis variant bovis AF2122/97,11
GCF_000195955.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/955/GCF_000195955.2_ASM19595v2,Mycobacterium tuberculosis H37Rv,11
GCF_001632805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/805/GCF_001632805.1_ASM163280v1,Mycobacteroides chelonae CCUG 47445,11
